"fid","hospital_name","address","address2","city","state","zip","telephone","type","status","population","county","country","latitude","longitude","website","state_id","beds","trauma","helipad","caring_system","funding","affilition","regular_beds","nicu_beds","opened","pediatric_trauma_level","nicu_level","ranked_specialties","childrens_hospital"
2008,"Bethesda North","10500 Montgomery Road","Not Available","Cincinnati","OH",45242,"(513) 569-6141","General Acute Care Hospital","Open",375,"Hamilton","US","39.2508","-84.3436","http://www.trihealth.com","360179",375,"III","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2009,"Alliance Healthcare System","1430 Highway 4 East","Not Available","Holly Springs","MS",38635,"(662) 252-1212","General Acute Care Hospital","Open",40,"Marshall","US","34.7871","-89.4167","http://www.alliancehealth.us","License # 16-252",40,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2010,"MedWest-Harris","68 Hospital Rd","Not Available","Sylva","NC",28779,"(828) 586-7000","General Acute Care Hospital","Open",86,"Jackson","US","35.386","-83.203","http://www.medwesthealth.org/locations/harris/medwest-harris.aspx","Not Available",86,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2011,"Davis Regional Medical Center","218 Old Mocksville Road","Not Available","Statesville","NC",28687,"(704) 873-0281","General Acute Care Hospital","Open",149,"Iredell","US","35.8184","-80.8287","http://www.davisregional.com","Not Available",149,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,"Iredell Memorial Hospital, Incorporated","557 Brookdale Drive","Not Available","Statesville","NC",28677,"(704) 878-4500","General Acute Care Hospital","Open",247,"Iredell","US","35.7993","-80.8781","http://www.iredellmemorial.org","Not Available",247,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013,"Lake Norman Regional Medical Center","171 Fairview Road","Not Available","Mooresville","NC",28117,"(704) 660-4010","General Acute Care Hospital","Open",105,"Iredell","US","35.5492","-80.8536","http://www.lnrmc.com","Not Available",105,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,"Roanoke-Chowan Hospital","500 South Academy Street","Not Available","Ahoskie","NC",27910,"(252) 209-3000","General Acute Care Hospital","Open",114,"Hertford","US","36.2854","-76.9952","https://www.vidanthealth.com/roanokechowan/dynamic-detail.aspx?id=449","Not Available",114,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,"Mayo Clinic Health Sys Albt Le","404 West Fountain Street","Not Available","Albert Lea","MN",56007,"(507) 373-2380","General Acute Care Hospital","Open",129,"Freeborn","US","43.6524","-93.3727","http://www.almedcenter.org","920",129,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016,"Twin Rivers Regional Medical Center","1301 First Street","Not Available","Kennett","MO",63857,"(573) 888-8421","General Acute Care Hospital","Open",116,"Dunklin","US","36.2354","-90.0412","http://www.twinriversregional.com/","H140",116,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017,"Salem Memorial District Hospital","35629 Hwy 72","Not Available","Sullivan","MO",65560,"(573) 729-6626","General Acute Care Hospital","Open",43,"Dent","US","37.6605","-91.5694","http://www.smdh.net","H096",43,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018,"Kilmichael Hospital","301 Lamar Street","Not Available","Kilmichael","MS",39747,"(662) 262-4311","General Acute Care Hospital","Open",19,"Montgomery","US","33.4414","-89.5728",NULL,"License #21-183",19,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,"Tyler Holmes Memorial Hospital","409 Tyler Holmes Drive","Not Available","Winona","MS",38967,"(662) 283-4114","General Acute Care Hospital","Open",25,"Montgomery","US","33.4909","-89.7385","http://www.thmh.org/","License #11-209",25,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020,"St Mary'S Warrick Hospital Inc","1116 Millis Ave","Not Available","Boonville","IN",47601,"(812) 897-4800","Critical Access","Open",35,"Warrick","US","38.0419","-87.2628","http://www.stmarys.org/warrick"," 12-005111-1",35,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021,"The Heart Hospital At Deaconess Gateway Llc","4007 Gateway Blvd","Not Available","Newburgh","IN",47630,"(812) 842-4784","General Acute Care Hospital","Open",0,"Warrick","US","37.9749","-87.4451","http://www.deaconess.com/"," 12-011772-1",0,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022,"Women'S Hospital The","4199 Gateway Blvd","Not Available","Newburgh","IN",47630,"(812) 842-4200","Special Hospital","Open",74,"Warrick","US","37.9738","-87.4473","http://www.deaconess.com"," 12-002855-1",74,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,"St Vincent Williamsport Hospital Inc","412 N Monroe St","Not Available","Williamsport","IN",47993,"(765) 762-4000","Critical Access","Open",16,"Warren","US","40.2904","-87.2967","http://www.stvincent.org"," 12-005092-1",16,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2024,"Reid Hospital & Health Care Services","1100 Reid Pkwy","Not Available","Richmond","IN",47374,"(765) 983-3000","General Acute Care Hospital","Open",207,"Wayne","US","39.8647","-84.8843","http://www.reidhosp.com"," 12-005044-1",207,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2025,"Richmond State Hospital","498 Nw 18Th St","Not Available","Richmond","IN",47374,"(765) 966-0511","Psychiatric Hospital","Open",220,"Wayne","US","39.8389","-84.9257","http://www.richmondstatehospital.org","Not Available",220,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2026,"St Vincent Salem Hospital Inc","911 N Shelby St","Not Available","Salem","IN",47167,"(812) 883-5881","Critical Access","Open",25,"Washington","US","38.6133","-86.1071","http://www.stvincent.org/St-Vincent-Salem/Default.aspx"," 12-005087-1",25,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2027,"Regency Hospital Of Northwest Indiana","4321 Fir St 4Th Fl","Not Available","East Chicago","IN",46312,"(219) 392-7790","Long Term Care Hospital","Open",25,"Lake","US","41.6344","-87.4478","http://www.regencyhospital.com/company/locations/indiananorthwest-
indiana.aspx"," 12-003767-1",25,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2028,"Regional Mental Health Center","8555 Taft St","Not Available","Merrillville","IN",46410,"(219) 769-4005","Psychiatric Hospital","Open",16,"Lake","US","41.4633","-87.3634","http://www.regionalmentalhealth.org/","Not Available",16,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2029,"St Catherine Hospital Inc","4321 Fir St","Not Available","East Chicago","IN",46312,"(219) 392-7004","General Acute Care Hospital","Open",189,"Lake","US","41.6348","-87.4488","http://www.stcatherinehospital.org"," 12-005008-1",189,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2030,"St Mary Medical Center Inc","1500 S Lake Park Ave","Not Available","Hobart","IN",46342,"(219) 942-0551","General Acute Care Hospital","Open",195,"Lake","US","41.5127","-87.2608","http://www.comhs.org"," 12-005786-1",195,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2031,"Vibra Hospital Of Northwestern Indiana","9509 Georgia St","Not Available","Crown Point","IN",46307,"(219) 472-2200","Long Term Care Hospital","Open",40,"Lake","US","41.4446","-87.3254","http://www.vhnwindiana.com/"," 12-012131-1",40,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2032,"Mayo Clinic Health Sys Austin","1000 First Drive Northwest","Not Available","Austin","MN",55912,"(507) 433-7350","General Acute Care Hospital","Open",82,"Mower","US","43.6745","-92.9777","http://www.austinmedicalcenter.org","395",82,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2033,"Paulding County Hospital","1035 West Wayne St.","Not Available","Paulding","OH",45879,"(419) 399-4080","Critical Access","Open",25,"Paulding","US","41.1344","-84.6011","http://www.pauldingcountyhospital.com","361300",25,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2034,"King's Daughters Hospital","823 Grand Avenue","Not Available","Yazoo City","MS",39194,"(662) 746-2261","General Acute Care Hospital","Open",35,"Yazoo","US","32.8589","-90.4043","http://www.kdhyazoo.com/","License #16-203",35,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2035,"Yalobusha General Hospital","630 S. Main Street","Not Available","Water Valley","MS",38965,"(662) 473-1411","General Acute Care Hospital","Open",26,"Yalobusha","US","34.1313","-89.6421","http://yalobushageneral.com/","License #11-223",26,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2036,"Wayne Memorial Hospital","2700 Wayne Memorial Drive","Not Available","Goldsboro","NC",27533,"(919) 736-1110","General Acute Care Hospital","Open",316,"Wayne","US","35.3985","-77.9525","http://www.waynehealth.org","Not Available",316,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2037,"Wilkes Regional Medical Center","1370 West 'D' Street","Not Available","North Wilkesboro","NC",28659,"(336) 651-8100","General Acute Care Hospital","Open",130,"Wilkes","US","36.1592","-81.1579","http://www.wilkesregional.org","Not Available",130,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2038,"Wilson Medical Center","1705 Tarboro St. Sw","Not Available","Wilson","NC",27893,"(252) 399-8040","General Acute Care Hospital","Open",317,"Wilson","US","35.7186","-77.9438","http://www.wilmed.org","Not Available",317,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2039,"Yadkin Valley Community Hospital","624 West Main St","Not Available","Yadkinville","NC",27055,"(336) 679-2041","General Acute Care Hospital","Open",22,"Yadkin","US","36.1353","-80.6711","http://www.yadkinhospital.com/","Not Available",22,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2040,"Sullivan County Community Hospital","2200 N Section St","Not Available","Sullivan","IN",47882,"(812) 268-4311","Critical Access","Open",25,"Sullivan","US","39.1256","-87.4126","http://www.schosp.com"," 12-005013-1",25,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2041,"River Bend Hospital","2900 N River Rd","Not Available","West Lafayette","IN",47906,"(765) 463-2555","Psychiatric Hospital","Open",16,"Tippecanoe","US","40.4597","-86.8939","http://www.nchsi.com/riverbendhospital.cfm","Not Available",16,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2042,"St Vincent Seton Specialty Hospital Lafayette","1501 Hartford St","Not Available","Lafayette","IN",47904,"(765) 423-6650","Long Term Care Hospital","Open",30,"Tippecanoe","US","40.4272","-86.8794","http://www.stvincent.org"," 12-003495-1",30,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2043,"Sycamore Springs","833 Park East Blvd","Not Available","Lafayette","IN",47905,"(765) 743-4400","Psychiatric Hospital","Open",48,"Tippecanoe","US","40.4067","-86.8274","http://www.sycamorespringshealth.com","Not Available",48,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2044,"Noxubee General Critical Access Hospital","606 North Jefferson Street","Not Available","Macon","MS",39341,"(662) 726-4231","General Acute Care Hospital","Open",25,"Noxubee","US","33.1057","-88.5607","http://noxubeecountyms.com/quality-of-life-noxubee-mississipp/health-care-noxubee-mississippi/","License #11-081",25,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2045,"Hannibal Regional Hospital","6000 Hospital Drive","Not Available","Hannibal","MO",63401,"(573) 248-1300","General Acute Care Hospital","Open",91,"Marion","US","39.7106","-91.4505","http://www.hrhonline.org","H044",91,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2046,"Madison Medical Center","611 West Main Street","Not Available","Fredericktown","MO",63645,"(573) 783-3341","General Acute Care Hospital","Open",97,"Madison","US","37.5589","-90.3029","http://www.madisonmedicalcenter.net","H062",97,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2047,"Macon County Samaritan Memorial Hospital","1205 North Missouri","Not Available","Macon","MO",63552,"(660) 385-8700","General Acute Care Hospital","Open",25,"Macon","US","39.7478","-92.469","http://www.samaritanhospital.net","H061",25,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2048,"Spring Harbor Hospital","123 Andover Road","Not Available","Westbrook","ME",4092,"(207) 761-2200","Psychiatric Hospital","Open",80,"Cumberland","US","43.6534","-70.3441","http://www.springharbor.org","Not Available",80,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2049,"Mid Coast Hospital","123 Medical Center Drive","Not Available","Brunswick","ME",4011,"(207) 729-0181","General Acute Care Hospital","Open",92,"Cumberland","US","43.9063","-69.8902","http://www.midcoasthealth.com","Not Available",92,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2050,"Maine Medical Center","22 Bramhall Street","Not Available","Portland","ME",4102,"(207) 871-0111","General Acute Care Hospital","Open",637,"Cumberland","US","43.6526","-70.2758","http://www.mmc.org","Not Available",637,"I","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2051,"Mercy Westbrook","40 Park Road","Not Available","Westbrook","ME",4092,"(207) 857-8000","General Acute Care Hospital","Open",30,"Cumberland","US","43.6879","-70.3569","http://www.mercyhospitalstories.org/cms/","Not Available",30,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2052,"New England Rehabilitation Hospital of Portland","335 Brighton Avenue","Not Available","Portland","ME",4102,"(207) 775-4000","Rehabilitation Hospital","Open",100,"Cumberland","US","43.6663","-70.2919","http://www.nerhp.org","Not Available",100,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2053,"Mercy Hospital","144 State Street","Not Available","Portland","ME",4101,"(207) 879-3000","General Acute Care Hospital","Open",200,"Cumberland","US","43.6513","-70.2649","http://www.mercyhospitalstories.org/cms/","Not Available",200,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2054,"Parkview Adventist Medical Center : Parkview Memorial Hospital","329 Maine Street","Not Available","Brunswick","ME",4011,"(207) 729-1641","General Acute Care Hospital","Open",55,"Cumberland","US","43.8956","-69.9681","http://www.parkviewamc.org","Not Available",55,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2055,"Bridgton Hospital","10 Hospital Drive","Not Available","Bridgton","ME",4009,"(207) 647-8841","General Acute Care Hospital","Open",40,"Cumberland","US","44.0461","-70.7137","http://www.bridgtonhospital.org","Not Available",40,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2056,"Marion General Hospital","1560 Sumrall Road","Not Available","Columbia","MS",39429,"(601) 736-6303","General Acute Care Hospital","Open",49,"Marion","US","31.256","-89.8056",NULL,"License #11-167",49,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2057,"Neshoba County General Hospital","1001 Holland Avenue","Not Available","Philadelphia","MS",39350,"(601) 663-1200","General Acute Care Hospital","Open",82,"Neshoba","US","32.757","-89.1063","http://www.neshobageneral.com","License #11-227",82,"IV","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2058,"Alamance Regional Medical Center","1240 Huffman Mill Road","Not Available","Burlington","NC",27216,"(336) 538-7450","General Acute Care Hospital","Open",238,"Alamance","US","36.0612","-79.5022","http://www.armc.com","Not Available",238,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2059,"Ashe Memorial Hospital, Inc.","200 Hospital Ave.","Not Available","Jefferson","NC",28640,"(336) 846-7101","General Acute Care Hospital","Open",136,"Ashe","US","36.4233","-81.4575","http://www.ashememorial.org","Not Available",136,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060,"Beacham Memorial Hospital","205 North Cherry Street","Not Available","Magnolia","MS",39652,"(601) 783-2351","General Acute Care Hospital","Open",37,"Pike","US","31.1459","-90.4596","http://www.beachammemhos.com","License #16-275",37,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061,"Southwest Ms Regional Medical Center","215 Marion Avenue","Not Available","Mccomb","MS",39649,"(601) 249-5500","General Acute Care Hospital","Open",160,"Pike","US","31.251","-90.474","http://www.smrmc.com","License #11-251",160,"III","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2062,"North Mississippi Medical Center - Pontotoc","176 South Main Street","Not Available","Pontotoc","MS",38863,"(662) 489-5510","General Acute Care Hospital","Open",29,"Pontotoc","US","34.243","-88.9962","http://www.nmhs.net/pontotoc/","License #16-091",29,"IV","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2063,"Sullivan County Memorial Hospital","630 West 3Rd Street","Not Available","Milan","MO",63556,"(660) 265-4212","General Acute Care Hospital","Open",39,"Sullivan","US","40.2016","-93.1338","http://www.scmhospital.org","H132",39,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2064,"Cox Medical Center Branson","251 Skaggs Rd.","Not Available","Branson","MO",65616,"(417) 335-7000","General Acute Care Hospital","Open",126,"Taney","US","36.6506","-93.2219","http://www.skaggs.net","H100",126,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2065,"Texas County Memorial Hospital","1333 S. Sam  Boulevard","Not Available","Houston","MO",65483,"(417) 967-3311","General Acute Care Hospital","Open",60,"Texas","US","37.3161","-91.9612","http://www.tcmh.org/","H133",60,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2066,"Perry County General Hospital","206 Bay Avenue","Not Available","Richton","MS",39476,"(601) 788-6316","General Acute Care Hospital","Open",22,"Perry","US","31.3463","-88.9377","http://www.pcghospital.com/","License #12-234",22,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2067,"Mercy Hospital Lebanon","100 Hospital Drive","Not Available","Lebanon","MO",65536,"(417) 533-6100","General Acute Care Hospital","Open",62,"Laclede","US","37.6813","-92.6339","http://www.stjohnslebanon.com","H013",62,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2068,"Patients Choice Medical Center","327 Magnolia Drive","Not Available","Raleigh","MS",39153,"(601) 782-9997","General Acute Care Hospital","Open",29,"Smith","US","32.0112","-89.5192","http://teamhealthms.com/pcmc-smith_county.html","License #16-255",29,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2069,"S. E. Lackey Critical Access Hospital & Swingbed","330 North Broad Street","Not Available","Forest","MS",39074,"(601) 469-4151","Critical Access","Open",35,"Scott","US","32.366","-89.4702","http://www.lackeymemorialhospital.com","License #13-033",35,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2070,"Scott Regional Hospital","317 Highway 13 South","Not Available","Morton","MS",39117,"(601) 732-6301","General Acute Care Hospital","Open",25,"Scott","US","32.3441","-89.6726","http://www.scottregional.org/srh/","License #13-306",25,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2071,"Crossgates River Oaks Hospital","350 Crossgates Boulevard","Not Available","Brandon","MS",39042,"(601) 825-2811","General Acute Care Hospital","Open",134,"Rankin","US","32.2866","-90.0347","http://www.crossgatesriveroaks.com","License #16-250",134,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2072,"River Oaks Hospital","1030 River Oaks Drive","Not Available","Flowood","MS",39296,"(601) 932-1030","General Acute Care Hospital","Open",160,"Rankin","US","32.3253","-90.1054","http://www.riveroakshosp.com","License #12-297",160,"Y","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2073,"Woman’s Hospital At River Oaks","1026 North Flowood Drive","Not Available","Flowood","MS",39232,"(601) 932-1000","Women","Open",109,"Rankin","US","32.3297","-90.1013","http://www.riveroakshosp.com/locations/woman%27s-hospital","License #12-300",109,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2074,"Brentwood Behavioral Healthcare","3531 Lakeland Drive","Not Available","Jackson","MS",39232,"(601) 936-2024","Psychiatric Hospital","Open",107,"Rankin","US","32.3316","-90.1002","http://www.brentwoodjackson.com","License #32-330",107,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2075,"Medina Hospital","1000 East Washington Street","Not Available","Medina","OH",44256,"(330) 725-1000","General Acute Care Hospital","Open",127,"Medina","US","41.1385","-81.8383","http://www.medinahospital.org","360091",127,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2076,"Ms State Hospital","3550 Highway 468 West","Not Available","Whitfield","MS",39193,"(601) 351-8000","General Acute Care Hospital","Open",1479,"Rankin","US","32.2428","-90.0702","http://www.msh.state.ms.us","License #31-139",1479,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2077,"Oak Circle Center - Mississippi State Hospital","3550 Highway 468 West","Not Available","Whitfield","MS",39193,"(601) 351-8000","General Acute Care Hospital","Open",60,"Rankin","US","32.2414","-90.0697","http://www.msh.state.ms.us","License #31-320",60,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2078,"Marion General Hospital","1000 Mckinley Park Drive","Not Available","Marion","OH",43302,"(740) 383-8400","General Acute Care Hospital","Open",170,"Marion","US","40.5713","-83.1287","http://www.ohiohealth.com/mariongeneral","360011",170,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2079,"Whitfield Medical/Surgical Hospital","Oak Circle, Building 60","Not Available","Whitfield","MS",39193,"(601) 351-8023","General Acute Care Hospital","Open",43,"Rankin","US","32.2457","-90.0662","http://www.msh.state.ms.us/tour/WMSH.htm","License #11-298",43,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2080,"Promise Hospital Of Vicksburg","1111 Frontage Road 2Nd Floor","Not Available","Vicksburg","MS",39180,"(601) 883-3439","General Acute Care Hospital","Open",35,"Warren","US","32.3191","-90.8817","http://www.promise-vicksburg.com","License # 22-334",35,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2081,"River Region Health System","2100 Highway 61 North","Not Available","Vicksburg","MS",39183,"(601) 883-5000","General Acute Care Hospital","Open",341,"Warren","US","32.3744","-90.8245","http://www.riverregion.com","License #12-327",341,"IV","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2082,"Simpson General Hospital","1842 Simpson, Highway 149","Not Available","Mendenhall","MS",39114,"(601) 847-2221","General Acute Care Hospital","Open",35,"Simpson","US","31.9691","-89.8865","http://www.simpsongeneralhospital.com","License #13-216",35,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2083,"Louis Stokes Cleveland Veterans Affairs Medical Center","10701 East Blvd","Not Available","Cleveland","OH",44106,"(216) 791-3800","General Acute Care Hospital","Open",585,"Cuyahoga","US","41.5124","-81.6147","http://www.cleveland.va.gov/","36001F",585,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2084,"Magee General Hospital","300 S. E. Third Avenue","Not Available","Magee","MS",39111,"(601) 849-5070","General Acute Care Hospital","Open",64,"Simpson","US","31.8712","-89.729","http://www.mghosp.org","License #13-274",64,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2085,"Sharkey-Issaquena Community Hospital","47 South Fourth Street","Not Available","Rolling Fork","MS",39159,"(662) 873-4395","General Acute Care Hospital","Open",29,"Sharkey","US","32.9047","-90.8846",NULL,"License #21-172",29,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2086,"North Mississippi Medical Center - Iuka","1777 Curtis Drive","Not Available","Iuka","MS",38852,"(662) 423-6051","General Acute Care Hospital","Open",48,"Tishomingo","US","34.8018","-88.2083","http://www.riverregion.com","License #13-221",48,"IV","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2087,"Washington County Hospital","958 U S Highway 64 East","Not Available","Plymouth","NC",27962,"(252) 793-4135","General Acute Care Hospital","Open",49,"Washington","US","35.8628","-76.7293","wch.hmccah.com/‎


","Not Available",49,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2088,"Holmes County Hospital & Clinics","239 Bowling Green Road","Not Available","Lexington","MS",39095,"(662) 834-1321","General Acute Care Hospital","Open",25,"Holmes","US","33.1117","-90.0307","http://holmescountymississippi.com/holmeswebhelthcare.html","License #11-199",25,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2089,"Duke Health Raleigh Hospital","3400 Wake Forest Road","Not Available","Raleigh","NC",27611,"(919) 954-3000","General Acute Care Hospital","Open",186,"Wake","US","35.8285","-78.6181","http://www.dukehealthraleigh.org","Not Available",186,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2090,"Quitman County Hospital","340 Getwell Drive","Not Available","Marks","MS",38646,"(662) 326-8031","General Acute Care Hospital","Open",33,"Quitman","US","34.247","-90.2775",NULL,"License #16-291",33,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2091,"Rex Hospital","4420 Lake Boone Trail","Not Available","Raleigh","NC",27607,"(919) 784-3100","General Acute Care Hospital","Open",514,"Wake","US","35.8175","-78.7032","http://www.rexhealth.com","Not Available",514,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2092,"St. Luke's Hospital","101 Hospital Drive","Not Available","Columbus","NC",28722,"(828) 894-3311","General Acute Care Hospital","Open",55,"Polk","US","35.2395","-82.2126","http://www.saintlukeshospital.com","Not Available",55,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
