hospital_name,address,city,state,zip,type,status,population,county,country,latitude,longitude,website,beds,trauma,helipad,childrens hospital
MID-COLUMBIA MEDICAL CENTER,1700 E 19TH STREET,THE DALLES,OR,97015,GENERAL ACUTE CARE,OPEN,49,WASCO,USA,45.58727159,-121.1645196,www.mcmc.net,49.0,LEVEL III,Y,nan
AFFINITY MEDICAL CENTER,875 EIGHTH STREET NE,MASSILLON,OH,44646,GENERAL ACUTE CARE,OPEN,156,STARK,USA,40.80638025,-81.51745136,http://www.affinitymedicalcenter.com,156.0,NOT AVAILABLE,Y,nan
ALLIANCE COMMUNITY HOSPITAL,200 EAST STATE STREET,ALLIANCE,OH,44601,GENERAL ACUTE CARE,OPEN,255,STARK,USA,40.90258263,-81.10271292,http://www.achosp.org,255.0,NOT AVAILABLE,NOT AVAILABLE,nan
ACUTE CARE SPECIALTY HOSPITAL - AULTMAN,2000 SIXTH STREET,CANTON,OH,44710,LONG TERM CARE,OPEN,30,STARK,USA,40.79624823,-81.40402959,https://aultman.org/home/services/medical-services/acute-care/#/,30.0,NOT AVAILABLE,NOT AVAILABLE,nan
AULTMAN HOSPITAL WEST,2051 WALES AVENUE NW,MASSILLON,OH,44646,GENERAL ACUTE CARE,OPEN,8,STARK,USA,40.82219334,-81.50451061,https://aultman.org,8.0,NOT AVAILABLE,NOT AVAILABLE,nan
AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,OH,44710,GENERAL ACUTE CARE,OPEN,820,STARK,USA,40.79731915,-81.40306222,http://www.aultman.com,820.0,LEVEL II,Y,nan
WALLOWA MEMORIAL HOSPITAL,601 MEDICAL PARKWAY,ENTERPRISE,OR,97828,CRITICAL ACCESS,OPEN,57,WALLOWA,USA,45.43236526,-117.2844613,www.wchcd.org,57.0,LEVEL IV,Y,nan
GRANDE RONDE HOSPITAL,900 SUNSET DRIVE,LA GRANDE,OR,97850,CRITICAL ACCESS,OPEN,25,UNION,USA,45.31942719,-118.1060704,www.grh.org,25.0,LEVEL IV,Y,nan
WEST VALLEY HOSPITAL,525 SE WASHINGTON STREET,DALLAS,OR,97338,CRITICAL ACCESS,OPEN,15,POLK,USA,44.91878607,-123.3103384,www.salemhealth.org,15.0,LEVEL IV,NOT AVAILABLE,nan
MERCY MEDICAL CENTER-CENTERVILLE,ONE ST. JOSEPH DRIVE,CENTERVILLE,IA,52544,CRITICAL ACCESS,OPEN,45,APPANOOSE,USA,40.75562353,-92.85690046,http://www.mercycenterville.org,45.0,LEVEL IV,Y,nan
MITCHELL COUNTY MEMORIAL HOSPITAL,616 NORTH 8TH STREET,OSAGE,IA,50461,CRITICAL ACCESS,OPEN,25,MITCHELL,USA,43.28952812,-92.80844062,http://www.mitchellcohospital-clinics.com,25.0,LEVEL IV,Y,nan
MONROE COUNTY HOSPITAL,6580 165TH ST,ALBIA,IA,52531,CRITICAL ACCESS,OPEN,25,MONROE,USA,41.04347645,-92.79658688,http://www.mchalbia.com,25.0,LEVEL IV,Y,nan
KINDRED HOSPITAL NORTHERN INDIANA,"215 W 4TH ST,STE 200",MISHAWAKA,IN,46544,LONG TERM CARE,OPEN,32,ST. JOSEPH,USA,41.65870807,-86.18197979,http://www.khnorthernindiana.com/,32.0,NOT AVAILABLE,NOT AVAILABLE,nan
EUREKA COMMUNITY HEALTH SERVICES,410 9TH STREET,EUREKA,SD,57437,CRITICAL ACCESS,OPEN,6,MCPHERSON,USA,45.77217227,-99.62301925,http://www.avera.org,6.0,TRH,NOT AVAILABLE,nan
ADVENTIST MEDICAL CENTER,10123 SE MARKET STREET,PORTLAND,OR,97216,GENERAL ACUTE CARE,OPEN,217,MULTNOMAH,USA,45.51271035,-122.5584342,www.adventisthealthnw.com,217.0,NOT AVAILABLE,Y,nan
LEGACY EMANUEL MEDICAL CENTER,2801 N GANTENBEIN AVENUE,PORTLAND,OR,97227,GENERAL ACUTE CARE,OPEN,407,MULTNOMAH,USA,45.54328588,-122.6702218,www.legacyhealth.org,407.0,LEVEL I,Y,nan
LEGACY GOOD SAMARITAN MEDICAL CENTER,"1015 NW 22ND AVENUE, W121",PORTLAND,OR,97210,GENERAL ACUTE CARE,OPEN,248,MULTNOMAH,USA,45.53025901,-122.6974913,www.legacyhealth.org,248.0,NOT AVAILABLE,NOT AVAILABLE,nan
MOUNT SINAI REHABILITATION HOSPITAL,490 BLUE HILLS AVE,HARTFORD,CT,6112,CHRONIC DISEASE,OPEN,-999,HARTFORD,USA,41.80002111,-72.69393602,http://www.stfranciscare.org/,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
HOSPITAL FOR SPECIAL CARE,2150 CORBIN AVE,NEW BRITAIN,CT,6053,CHRONIC DISEASE,OPEN,228,HARTFORD,USA,41.68918192,-72.80199357,http://hfsc.org/,228.0,NOT AVAILABLE,NOT AVAILABLE,nan
LEGACY MOUNT HOOD MEDICAL CENTER,24800 SE STARK STREET,GRESHAM,OR,97030,GENERAL ACUTE CARE,OPEN,111,MULTNOMAH,USA,45.51678413,-122.4069891,www.legacyhealth.org,111.0,NOT AVAILABLE,Y,nan
LEGACY TRANSPLANT SERVICES,"1015 NW 22ND AVENUE, W121",PORTLAND,OR,97210,SPECIAL,OPEN,-999,MULTNOMAH,USA,45.53018287,-122.6970344,www.legacyhealth.org,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
UNITYPOINT HEALTH MARSHALLTOWN,THREE SOUTH FOURTH AVENUE,MARSHALLTOWN,IA,50158,GENERAL ACUTE CARE,OPEN,125,MARSHALL,USA,42.04840464,-92.90683107,http://www.centraliowahealthcare.com/,125.0,LEVEL III,Y,nan
OHSU HOSPITAL AND CLINICS,3181 SW SAM JACKSON PARK ROAD,PORTLAND,OR,97223,GENERAL ACUTE CARE,OPEN,522,MULTNOMAH,USA,45.49894631,-122.6859712,http://www.ohsu.edu,522.0,LEVEL I,Y,nan
PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN STREET,PORTLAND,OR,97213,GENERAL ACUTE CARE,OPEN,400,MULTNOMAH,USA,45.52753355,-122.6135062,http://oregon.providence.org/patients/facilities/providence-portland-medical-center/Pages/default.aspx,400.0,NOT AVAILABLE,Y,nan
SHRINERS HOSPITAL FOR CHILDREN-PORTLAND,3101 SW SAM JACKSON PARK ROAD,PORTLAND,OR,97239,CHILDREN,OPEN,-999,MULTNOMAH,USA,45.50078993,-122.6844091,www.shrinershospitalsforchildren.org,-999.0,NOT AVAILABLE,Y,nan
MOBRIDGE REGIONAL HOSPITAL AND CLINIC,1401 10TH AVENUE WEST,MOBRIDGE,SD,57601,CRITICAL ACCESS,OPEN,25,WALWORTH,USA,45.54621696,-100.4489605,http://www.mobridgehospital.org,25.0,CTH,Y,nan
AVERA GREGORY HEALTHCARE CENTER,400 PARK AVENUE,GREGORY,SD,57533,CRITICAL ACCESS,OPEN,25,GREGORY,USA,43.22955463,-99.43584864,http://www.avera.org/,25.0,TRH,Y,nan
COMMUNITY MEMORIAL HOSPITAL,809 JACKSON STREET,BURKE,SD,57523,CRITICAL ACCESS,OPEN,16,GREGORY,USA,43.18209316,-99.29400979,http://www.sanfordhealth.org,16.0,TRH,Y,nan
HEARTLAND BEHAVIORAL HEALTHCARE,3000 ERIE SW,MASSILLON,OH,44648,PSYCHIATRIC,OPEN,-999,STARK,USA,40.76823569,-81.50782996,http://mha.ohio.gov/Default.aspx?tabid=189,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
AKRON CHILDREN'S HOSPITAL,214 W BOWERY ST,AKRON,OH,44308,CHILDREN,OPEN,297,SUMMIT,USA,41.07932209,-81.52528535,https://www.akronchildrens.org/cms/home/index.html,297.0,PEDIATRIC LEVEL II,Y,nan
SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,155 5TH STREET N E,BARBERTON,OH,44203,GENERAL ACUTE CARE,OPEN,271,SUMMIT,USA,41.01507133,-81.58899782,http://www.summahealth.org/locations/hospitals/barberton,271.0,NOT AVAILABLE,NOT AVAILABLE,nan
ST THOMAS HOSPITAL,444 NORTH MAIN STREET,AKRON,OH,44310,GENERAL ACUTE CARE,OPEN,392,SUMMIT,USA,41.09763439,-81.51407331,http://www.summahealth.org/locations/hospitals/stthomas,392.0,NOT AVAILABLE,NOT AVAILABLE,nan
ST VINCENT'S MEDICAL CENTER,2800 MAIN ST,BRIDGEPORT,CT,6606,GENERAL ACUTE CARE,OPEN,473,FAIRFIELD,USA,41.20104518,-73.20170224,http://www.stvincents.org,473.0,II,Y,nan
TILLAMOOK COUNTY GENERAL HOSPITAL,1000 THIRD STREET,TILLAMOOK,OR,97141,GENERAL ACUTE CARE,OPEN,25,TILLAMOOK,USA,45.4566109,-123.8543315,http://www.tcgh.com,25.0,LEVEL IV,Y,nan
ST. VINCENT'S HOSPITAL WESTCHESTER,275 NORTH ST,HARRISON,NY,10528,PSYCHIATRIC,OPEN,138,WESTCHESTER,USA,40.9891184,-73.70935222,http://www.stvincentswestchester.org/,138.0,NOT AVAILABLE,NOT AVAILABLE,nan
SUMMA HEALTH SYSTEMS AKRON HOSPITAL,525 EAST MARKET STREET,AKRON,OH,44309,GENERAL ACUTE CARE,OPEN,657,SUMMIT,USA,41.08112619,-81.49981871,http://www.summahealth.org,657.0,LEVEL I,Y,nan
MONTGOMERY HOSPITAL,1301 POWELL STREET,NORRISTOWN,PA,19401,GENERAL ACUTE CARE,CLOSED,177,MONTGOMERY,USA,40.12463,-75.336441,www.montgomeryhospital.org,177.0,NOT AVAILABLE,N,nan
REGENCY HOSPITAL OF AKRON,"155 FIFTH STREET, NE",BARBERTON,OH,44203,LONG TERM CARE,CLOSED,45,SUMMIT,USA,41.01458354,-81.5891168,http://barberton.regencyhospital.com/,45.0,NOT AVAILABLE,NOT AVAILABLE,nan
DOUGLAS COUNTY MEMORIAL HOSPITAL,708 8TH STREET,ARMOUR,SD,57313,CRITICAL ACCESS,OPEN,11,DOUGLAS,USA,43.32531563,-98.34527862,http://www.dcmhsd.org,11.0,TRH,Y,nan
FREEMAN REGIONAL HEALTH SERVICES,510 EAST 8TH STREET,FREEMAN,SD,57029,CRITICAL ACCESS,OPEN,25,HUTCHINSON,USA,43.34516316,-97.43018428,http://www.freemanregional.com,25.0,TRH,NOT AVAILABLE,nan
GOOD SHEPHERD MEDICAL CENTER,610 NW 11TH STREET,HERMISTON,OR,97838,GENERAL ACUTE CARE,OPEN,425,UMATILLA,USA,45.84711899,-119.3085125,http://www.gsmc.org/,425.0,LEVEL III,Y,nan
PROVIDENCE NEWBERG MEDICAL CENTER,1001 PROVIDENCE DRIVE,NEWBERG,OR,97132,GENERAL ACUTE CARE,OPEN,40,YAMHILL,USA,45.30834927,-122.9359173,http://oregon.providence.org/patients/facilities/providence-newberg-medical-center/Pages/default.aspx,40.0,NOT AVAILABLE,Y,nan
WILLAMETTE VALLEY MEDICAL CENTER,2700 SE STRATUS AVE,MCMINNVILLE,OR,97128,GENERAL ACUTE CARE,OPEN,88,YAMHILL,USA,45.19903826,-123.1646728,www.wvmcweb.com,88.0,LEVEL IV,Y,nan
COMMUNITY HEART AND VASCULAR HOSPITAL,8075 N SHADELAND AVE,INDIANAPOLIS,IN,46250,GENERAL ACUTE CARE,OPEN,56,MARION,USA,39.90182884,-86.04468184,heart.ecommunity.com,56.0,NOT AVAILABLE,NOT AVAILABLE,nan
PIONEER MEMORIAL HOSPITAL,564 E PIONEER DRIVE,HEPPNER,OR,97836,GENERAL ACUTE CARE,OPEN,21,MORROW,USA,45.35589942,-119.5486594,http://www.morrowcountyhealthdistrict.org,21.0,LEVEL IV,NOT AVAILABLE,nan
SANTIAM HOSPITAL,1401 N 10TH AVENUE,STAYTON,OR,97383,GENERAL ACUTE CARE,OPEN,40,MARION,USA,44.80511025,-122.7847626,santiamhospital.org,40.0,LEVEL IV,Y,nan
SILVERTON HOSPITAL,342 FAIRVIEW STREET,SILVERTON,OR,97381,GENERAL ACUTE CARE,OPEN,48,MARION,USA,45.00466592,-122.7900731,silvertonhealth.org,48.0,LEVEL IV,Y,nan
GOOD SAMARITAN REGIONAL MEDICAL CENTER,3600 NW SAMARITAN DRIVE,CORVALLIS,OR,97330,GENERAL ACUTE CARE,OPEN,164,BENTON,USA,44.60322266,-123.2526236,http://www.samhealth.org/locations/goodsamaritanregionalmedicalcenter/Pages/default.aspx,164.0,LEVEL II,Y,nan
SAMARITAN NORTH LINCOLN HOSPITAL,3043 NE 28TH STREET,LINCOLN CITY,OR,97367,GENERAL ACUTE CARE,OPEN,25,LINCOLN,USA,44.98606094,-123.9951811,www.samhealth.org,25.0,LEVEL IV,Y,nan
SAMARITAN PACIFIC COMMUNITIES HOSPITAL,930 SW ABBEY STREET,NEWPORT,OR,97365,CRITICAL ACCESS,OPEN,25,LINCOLN,USA,44.6293932,-124.0596115,www.samhealth.org,25.0,LEVEL IV,Y,nan
SAMARITAN LEBANON COMMUNITY HOSPITAL,525 N SANTIAM HIGHWAY,LEBANON,OR,97355,GENERAL ACUTE CARE,OPEN,25,LINN,USA,44.55132696,-122.9069641,www.samhealth.org,25.0,LEVEL IV,Y,nan
TUALITY FOREST GROVE HOSPITAL-ER,1809 MAPLE ST,FOREST GROVE,OR,97116,GENERAL ACUTE CARE,OPEN,48,WASHINGTON,USA,45.51778013,-123.0894751,http://www.tuality.org/home/index.php/locations/hospitals/,48.0,NOT AVAILABLE,NOT AVAILABLE,nan
FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST PO BOX 417,HAMPTON,IA,50441,CRITICAL ACCESS,OPEN,25,FRANKLIN,USA,42.74356256,-93.18557958,http://www.franklingeneral.com,25.0,LEVEL IV,Y,nan
HEALTHSOUTH SCOTTSDALE REHABILITATION HOSPITAL,9630 E SHEA BLVD,SCOTTSDALE,AZ,85260,REHABILITATION,OPEN,60,MARICOPA,USA,33.5830879,-111.8728118,www.healthsouthscottsdale.com,60.0,NOT AVAILABLE,NOT AVAILABLE,nan
KINDRED HOSPITAL ARIZONA - NW PHOENIX,13216 N. PLAZA DEL RIO BLVD,PEORIA,AZ,85381,LONG TERM CARE,OPEN,58,MARICOPA,USA,33.60420695,-112.2617989,http://www.khphoenix.com/,58.0,NOT AVAILABLE,NOT AVAILABLE,nan
KINDRED HOSPITAL ARIZONA - PHOENIX,40 EAST INDIANOLA AVE,PHOENIX,AZ,85012,GENERAL ACUTE CARE,OPEN,58,MARICOPA,USA,33.49265294,-112.0719948,http://www.khphoenix.com/,58.0,NOT AVAILABLE,NOT AVAILABLE,nan
BANNER BAYWOOD MEDICAL CENTER,6644 E. BAYWOOD AVE.,MESA,AZ,85206,GENERAL ACUTE CARE,OPEN,340,MARICOPA,USA,33.4110054,-111.6879996,http://www.bannerhealth.com/locations/Arizona/banner+baywood+medical+center,340.0,LEVEL III,Y,nan
KINDRED HOSPITAL ARIZONA - SCOTTSDALE,11250 NORTH 92ND STREET,SCOTTSDALE,AZ,85260,LONG TERM CARE,CLOSED,62,MARICOPA,USA,33.5875921,-111.88345,http://www.selectspecialtyhospitals.com/company/locations/scottsdale.aspx,62.0,NOT AVAILABLE,NOT AVAILABLE,nan
MARICOPA MEDICAL CENTER,2601 E ROOSEVELT,PHOENIX,AZ,85008,GENERAL ACUTE CARE,OPEN,500,MARICOPA,USA,33.4578471,-112.026413,http://www.mihs.org/centers/maricopa-medical-center,500.0,LEVEL I,Y,nan
ABRAZO MARYVALE CAMPUS,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85031,GENERAL ACUTE CARE,OPEN,232,MARICOPA,USA,33.50261565,-112.1707916,https://www.abrazohealth.com,232.0,NOT AVAILABLE,NOT AVAILABLE,nan
"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 S. CRISMON ROAD,MESA,AZ,85209,GENERAL ACUTE CARE,OPEN,172,MARICOPA,USA,33.39149707,-111.6111633,http://www.mvmedicalcenter.com,172.0,LEVEL III,Y,nan
OASIS HOSPITAL,750 NORTH 40TH STREET,PHOENIX,AZ,85008,SPECIAL,OPEN,64,MARICOPA,USA,33.45664983,-111.9966146,http://www.oasishospital.com,64.0,NOT AVAILABLE,NOT AVAILABLE,nan
ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,GENERAL ACUTE CARE,OPEN,136,MARICOPA,USA,33.63975818,-111.99747,https://www.abrazohealth.com,136.0,NOT AVAILABLE,Y,nan
DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,6810,GENERAL ACUTE CARE,OPEN,371,FAIRFIELD,USA,41.4050509,-73.44619486,http://www.danburyhospital.org,371.0,II,Y,nan
LAWRENCE & MEMORIAL HOSPITAL,365 MONTAUK AVE,NEW LONDON,CT,6320,GENERAL ACUTE CARE,OPEN,252,NEW LONDON,USA,41.33645178,-72.10497646,http://www.lmhospital.org,252.0,NOT AVAILABLE,NOT AVAILABLE,nan
WILLIAM W BACKUS HOSPITAL,326 WASHINGTON ST,NORWICH,CT,6360,GENERAL ACUTE CARE,OPEN,213,NEW LONDON,USA,41.54277356,-72.08931881,http://www.backushospital.org,213.0,III,Y,nan
JOHNSON MEMORIAL HOSPITAL,201 CHESTNUT HILL RD,STAFFORD SPRINGS,CT,6076,GENERAL ACUTE CARE,OPEN,72,TOLLAND,USA,41.98010168,-72.39088638,http://www.jmmc.com,72.0,NOT AVAILABLE,Y,nan
ROCKVILLE GENERAL HOSPITAL,31 UNION ST,VERNON,CT,6066,GENERAL ACUTE CARE,OPEN,102,TOLLAND,USA,41.86660055,-72.45121129,http://www.echn.org/Locations/Rockville-General-Hospital.aspx,102.0,NOT AVAILABLE,Y,nan
DAY KIMBALL HOSPITAL,320 POMFRET STREET,PUTNAM,CT,6260,GENERAL ACUTE CARE,OPEN,104,WINDHAM,USA,41.90665998,-71.9144552,http://www.daykimball.org/services-and-locations/day-kimball-hospital/,104.0,NOT AVAILABLE,Y,nan
WINDHAM COMMUNITY MEMORIAL HOSPITAL,112 MANSFIELD AVE,WILLIMANTIC,CT,6226,GENERAL ACUTE CARE,OPEN,130,WINDHAM,USA,41.71730064,-72.22637526,http://www.windhamhospital.org,130.0,NOT AVAILABLE,Y,nan
CHEYENNE RIVER HOSPITAL,317 MAIN STREET,EAGLE BUTTE,SD,57625,CRITICAL ACCESS,OPEN,11,DEWEY,USA,45.00260934,-101.2338022,http://www.ihs.gov,11.0,NOT AVAILABLE,NOT AVAILABLE,nan
PROMISE HOSPITAL OF PHOENIX,433 E. 6TH STREET,MESA,AZ,85203,LONG TERM CARE,OPEN,40,MARICOPA,USA,33.42548358,-111.8220825,http://www.promise-phoenix.com,40.0,NOT AVAILABLE,Y,nan
SELECT SPECIALTY HOSPITAL - PHOENIX,"350 WEST THOMAS ROAD,3RD FLOOR",PHOENIX,AZ,85013,LONG TERM CARE,OPEN,48,MARICOPA,USA,33.48214432,-112.0799922,http://phoenix.selectspecialtyhospitals.com/,48.0,NOT AVAILABLE,NOT AVAILABLE,nan
ASANTE ROGUE REGIONAL MEDICAL CENTER,2825 E BARNETT ROAD,MEDFORD,OR,97504,GENERAL ACUTE CARE,OPEN,378,JACKSON,USA,42.318067,-122.830801,http://www.asante.org/,378.0,LEVEL II,Y,nan
SELECT SPECIALTY HOSPITAL - PHOENIX DOWNTOWN,"1012 EAST WILLETTA,4TH FLOOR",PHOENIX,AZ,15006,LONG TERM CARE,OPEN,33,MARICOPA,USA,33.46391595,-112.0601758,http://phoenixdowntown.selectspecialtyhospitals.com/,33.0,NOT AVAILABLE,Y,nan
"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE",1 KINGS DAUGHTERS DR,MADISON,IN,47250,GENERAL ACUTE CARE,CLOSED,77,JEFFERSON,USA,38.73870715,-85.38135109,http://www.kdhhs.org,77.0,NOT AVAILABLE,Y,nan
ST. LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,GENERAL ACUTE CARE,OPEN,250,MARICOPA,USA,33.45477758,-112.0422176,www.stlukesmedcenter.com,250.0,NOT AVAILABLE,NOT AVAILABLE,nan
CORE INSTITUTE SPECIALTY HOSPITAL,6501 N. 19TH AVE.,PHOENIX,AZ,85015,SPECIAL,OPEN,33,MARICOPA,USA,33.532134,-112.0991125,http://www.sshaz.com,33.0,NOT AVAILABLE,NOT AVAILABLE,nan
VALLEY HOSPITAL,3550 E. PINCHOT AVE,PHOENIX,AZ,85018,PSYCHIATRIC,OPEN,122,MARICOPA,USA,33.48286813,-112.0059702,http://www.valleyhospital-phoenix.com,122.0,NOT AVAILABLE,NOT AVAILABLE,nan
ABRAZO WEST CAMPUS,13677 W MCDOWELL ROAD,GOODYEAR,AZ,85338,GENERAL ACUTE CARE,OPEN,188,MARICOPA,USA,33.46182197,-112.353167,https://www.abrazohealth.com,188.0,LEVEL I,Y,nan
SELECT SPECIALTY HOSPITAL-AKRON,200 EAST MARKET STREET,AKRON,OH,44308,LONG TERM CARE,OPEN,60,SUMMIT,USA,41.08291589,-81.5117741,http://akron.selectspecialtyhospitals.com/,60.0,NOT AVAILABLE,NOT AVAILABLE,nan
YALE-NEW HAVEN HOSPITAL SAINT RAPHAEL CAMPUS,1450 CHAPEL ST,NEW HAVEN,CT,6511,GENERAL ACUTE CARE,OPEN,511,NEW HAVEN,USA,41.30999936,-72.94248292,http://www.ynhh.org/src/,511.0,II,Y,nan
WATERBURY HOSPITAL,64 ROBBINS ST,WATERBURY,CT,6721,GENERAL ACUTE CARE,OPEN,357,NEW HAVEN,USA,41.55975885,-73.0587052,http://www.waterburyhospital.org,357.0,II,Y,nan
SAINT MARYS HOSPITAL,56 FRANKLIN ST,WATERBURY,CT,6706,GENERAL ACUTE CARE,OPEN,168,NEW HAVEN,USA,41.55320586,-73.03671049,http://www.stmh.org/index.html,168.0,II,Y,nan
MIDSTATE MEDICAL CENTER,435 LEWIS AVE,MERIDEN,CT,6450,GENERAL ACUTE CARE,OPEN,156,NEW HAVEN,USA,41.54939177,-72.80122911,http://www.midstatemedical.org,156.0,NOT AVAILABLE,Y,nan
MILFORD HOSPITAL,300 SEASIDE AVENUE,MILFORD,CT,6460,GENERAL ACUTE CARE,OPEN,87,NEW HAVEN,USA,41.21658463,-73.06501498,http://www.milfordhospital.org,87.0,NOT AVAILABLE,NOT AVAILABLE,nan
YALE-NEW HAVEN HOSPITAL,20 YORK ST,NEW HAVEN,CT,6504,GENERAL ACUTE CARE,OPEN,1541,NEW HAVEN,USA,41.30469134,-72.93541366,http://www.ynhh.org,1541.0,"I,PEDIATRIC I",Y,nan
GRIFFIN HOSPITAL,130 DIVISION ST,DERBY,CT,6418,GENERAL ACUTE CARE,OPEN,160,NEW HAVEN,USA,41.335613,-73.08920514,http://www.griffinhealth.org,160.0,NOT AVAILABLE,NOT AVAILABLE,nan
ST LUKES BEHAVIORAL HOSPITAL,1800 E VAN BUREN STREET,PHOENIX,AZ,85006,PSYCHIATRIC,OPEN,124,MARICOPA,USA,33.45494415,-112.0420465,http://www.iasishealthcare.com,124.0,NOT AVAILABLE,NOT AVAILABLE,nan
WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,MILITARY,OPEN,-999,NEW HAVEN,USA,41.28184028,-72.96120653,http://www.connecticut.va.gov/,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,GENERAL ACUTE CARE,OPEN,617,HARTFORD,USA,41.77381387,-72.69868009,http://www.saintfranciscare.com,617.0,II,Y,nan
HARTFORD HOSPITAL,80 SEYMOUR STREET,HARTFORD,CT,6102,GENERAL ACUTE CARE,OPEN,867,HARTFORD,USA,41.75412542,-72.67917789,http://www.harthosp.org,867.0,I,Y,nan
MANCHESTER MEMORIAL HOSPITAL,71 HAYNES ST,MANCHESTER,CT,6040,GENERAL ACUTE CARE,OPEN,249,HARTFORD,USA,41.78150817,-72.52567516,http://www.echn.org/Locations/Manchester-Memorial-Hospital.aspx,249.0,NOT AVAILABLE,NOT AVAILABLE,nan
BRISTOL HOSPITAL,BREWSTER RD,BRISTOL,CT,6010,GENERAL ACUTE CARE,OPEN,134,HARTFORD,USA,41.67634286,-72.93551293,http://www.bristolhospital.org,134.0,NOT AVAILABLE,Y,nan
THE HOSPITAL OF CENTRAL CONNECTICUT,100 GRAND STREET,NEW BRITAIN,CT,6050,GENERAL ACUTE CARE,OPEN,229,HARTFORD,USA,41.66104867,-72.7877484,http://www.thocc.org,229.0,NOT AVAILABLE,Y,nan
JOHN DEMPSEY HOSPITAL,263 FARMINGTON AVE,FARMINGTON,CT,6032,GENERAL ACUTE CARE,OPEN,137,HARTFORD,USA,41.73076488,-72.79058452,http://www.uchc.edu,137.0,NOT AVAILABLE,NOT AVAILABLE,nan
CONNECTICUT CHILDRENS MEDICAL CENTER,282 WASHINGTON STREET,HARTFORD,CT,6106,CHILDREN,OPEN,187,HARTFORD,USA,41.75366781,-72.6818001,http://www.ccmckids.org,187.0,PEDIATRIC I,Y,nan
UNM PSYCHIATRIC CENTER,2600 MARBLE AVE NE,ALBUQUERQUE,NM,87106,PSYCHIATRIC,OPEN,47,BERNALILLO,USA,35.09025773,-106.6162458,http://hospitals.unm.edu/about/about-unmpc.shtml,47.0,NOT AVAILABLE,NOT AVAILABLE,nan
BRIDGEPORT HOSPITAL,267 GRANT STREET,BRIDGEPORT,CT,6610,GENERAL ACUTE CARE,OPEN,383,FAIRFIELD,USA,41.18937738,-73.16659472,http://www.bridgeporthospital.org,383.0,II,Y,nan
GREENWICH HOSPITAL ASSOCIATION,5 PERRYRIDGE RD,GREENWICH,CT,6830,GENERAL ACUTE CARE,OPEN,206,FAIRFIELD,USA,41.03382609,-73.63029318,http://www.greenhosp.org,206.0,NOT AVAILABLE,NOT AVAILABLE,nan
HOSPITAL AT HEBREW HEALTH CARE,1 ABRAHMS BOULEVARD,WEST HARTFORD,CT,6117,CHRONIC DISEASE,OPEN,332,HARTFORD,USA,41.80292552,-72.72927157,http://www.hebrewhealthcare.org,332.0,NOT AVAILABLE,NOT AVAILABLE,nan
MIDDLESEX HOSPITAL,28 CRESCENT ST,MIDDLETOWN,CT,6457,GENERAL ACUTE CARE,OPEN,215,MIDDLESEX,USA,41.55433726,-72.64756938,http://middlesexhospital.org/locations/middlesex-hospital,215.0,NOT AVAILABLE,Y,nan
SHARON HOSPITAL,"50 HOSPITAL HILL ROAD, PO BOX 789",SHARON,CT,6069,GENERAL ACUTE CARE,OPEN,78,LITCHFIELD,USA,41.88054263,-73.48173833,http://www.sharonhospital.com,78.0,NOT AVAILABLE,Y,nan
CHARLOTTE HUNGERFORD HOSPITAL,540 LITCHFIELD ST,TORRINGTON,CT,6790,GENERAL ACUTE CARE,OPEN,109,LITCHFIELD,USA,41.7918383,-73.13311932,http://www.charlottehungerford.org,109.0,NOT AVAILABLE,Y,nan
NEW MILFORD HOSPITAL,21 ELM ST,NEW MILFORD,CT,6776,GENERAL ACUTE CARE,OPEN,85,LITCHFIELD,USA,41.58171301,-73.40955764,http://www.newmilfordhospital.org,85.0,NOT AVAILABLE,NOT AVAILABLE,nan
FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,FORT WALTON BEACH,FL,32547,GENERAL ACUTE CARE,OPEN,237,OKALOOSA,USA,30.45443873,-86.63321002,http://www.fwbmc.com,237.0,LEVEL II,Y,nan
SHANDS LIVE OAK REGIONAL MEDICAL CENTER,1100 SW 11TH ST,LIVE OAK,FL,32060,GENERAL ACUTE CARE,OPEN,15,SUWANNEE,USA,30.29126759,-83.00294843,http://www.shands.org,15.0,NOT AVAILABLE,Y,nan
